WBGene_ID,Gene_name,Peptide_count,Neurons,Gonad,Hypodermis,Pharynx,Body_wall_muscle,Glia,Intestine,Germline,Somatic_gonad_precursors,Seam_cells,Non-seam_hypodermis,Pharyngeal_epithelia,Pharyngeal_muscle,Pharyngeal_neurons,Pharyngeal_gland,Body_wall_muscle,Sex_myoblasts,Intestinal/rectal_muscle,Socket_cells,Am/PH_sheath_cells,Cholinergic_neurons,Touch_receptor_neurons,GABAergic_neurons,Oxygen_sensory_neurons,flp-1(+)_interneurons,Canal_associated_neurons,Ciliated_sensory_neurons,Other_interneurons,Rectum,Distal_tip_cells,Vulval_precursors,Coelomocytes,Excretory_cells,AFD,ASEL,ASER,ASG,ASI/ASJ,ASK,AWA,AWB/AWC,Cholinergic_(3),Cholinergic_(11),Cholinergic_(15),Cholinergic_(23),Cholinergic_(24),Cholinergic_(26),Cholinergic_(29),Cholinergic_(35),Cholinergic_(36),GABAergic,Dopaminergic,flp-1(+),BAG,URX/AQR/PQR,Touch_receptor,PVC/PVD,SDQ/ALN/PLN,CAN,RIA,RIC,DVA,Cluster_5,Cluster_10,Cluster_13,Cluster_16,Cluster_17,Cluster_21,Cluster_25,Cluster_27,Cluster_40,Pharyngeal_(33),Pharyngeal_(37)
WBGene00020446,T12B3.3,3,18.512,4.724,16.852,15.707,15.382,19.13,56.828,0.135963336,51.21230967,17.1721491,10.54069697,13.92382785,0,65.25504529,13.27463578,15.38220639,6.226217625,77.14670997,13.05878696,29.03231544,11.34268808,6.804572673,0,10.27802045,57.11063303,18.84729918,3.906738342,13.48489805,2.23488658,54.34875667,11.83949721,6.046046108,106.7092314,0,0,0,0,0,0,0,0,60.72,9.3,0,0,0,0,50.53,210,19.29,0,18.34,41.94,0,0,6.8,15.55,19.59,18.85,23.93,0,0,21.92,0,172.04,0,0,30.74,0,0,0,31.56,74.92
WBGene00009796,F46G10.1,223,2.678,0.201,1.264,0,0.224,0,56.788,0.108378966,0,0.671494714,0,0,0,0,0,0.224239685,0,0,0,0,15.82685421,0,0,0,0,0,4.43152409,0,0,4.455236016,0,15.64521077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.92,0,0,0,0,0,0,0
WBGene00004766,sel-9,40,59.976,86.475,152.226,82.571,54.556,110.541,56.556,78.81042411,122.9810732,182.3728748,87.71923898,66.17213489,25.71815188,32.80135499,240.6502872,54.55574155,97.39866005,52.46770705,66.7016623,152.877313,74.53684959,53.86018289,43.03893283,83.26544761,117.3339301,183.6250773,41.19431744,32.78246445,167.0054864,286.68656,71.64660573,192.4081953,91.25665836,0,0,0,62.85,30.58,119.22,0,0,16.23,51.57,0,86.81,66.89,92.91,73.22,0,121.12,45.91,141.55,86.17,100.46,0,53.86,42.35,116.66,183.63,48.99,0,0,20.38,0,122.67,18.06,232.29,133.66,36.67,102.29,0,0,42.21
WBGene00022474,zig-9,5,0,0.29,0.639,0,0.265,0,56.445,0.318602072,0,0.953122257,0,0,0,0,0,0.264853728,1.464178149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022173,set-27,1,19.432,57.03,21.442,42.906,213.457,3.66,56.414,57.38332275,43.15623708,24.09649412,10.09434823,51.89936597,46.52629208,50.55399018,10.27169621,213.4572778,200.7925099,97.04963634,2.810157032,6.578565754,20.07762484,2.651914948,11.84834123,14.2551675,27.55531811,8.031458362,9.103162033,48.20127246,5.541332801,82.55912947,25.32418281,30.89932265,51.00257907,0,0,0,30.2,0,24.24,0,0,0,23.2,0,0,65.06,35.84,5.08,0,0,12.64,0,20.24,0,55.74,2.65,43.59,0,8.03,67.05,0,67.77,40.76,96.45,0,21.3,0,0,2.97,0,0,0,65.06
WBGene00010478,K01G5.5,53,49.887,298.428,141.66,73.082,153.539,69.666,56.359,296.4853291,418.689028,184.8467705,54.49995338,41.73906297,117.0358741,62.3949793,120.5367041,153.5385779,335.308784,99.96908792,103.8666551,74.17260561,22.75575008,30.33853298,18.86792453,27.72180682,57.12311227,110.1444866,20.14284626,13.85543612,17.03046545,32.64894142,460.0057842,169.8313011,25.77196701,0,0,114.8,0,0,31.14,0,0,39.37,61.2,0,0,64.73,45.41,119.24,165.78,0,20.13,43.98,74.56,30.09,58.13,30.34,28.16,11.9,110.14,0,0,0,0,0,0,40.6,0,40.81,100.39,0,0,14.8,76.05
WBGene00021097,cdc-37,2,55.59,158.818,40.221,43.283,31.47,55.047,56.231,166.0117834,78.38279926,51.75727607,19.71921072,30.71423998,58.06768907,8.883440379,36.22482635,31.46968645,40.29549071,21.52039971,46.88367041,47.1851432,52.59792013,97.70923048,32.21989763,55.24650333,81.23174697,56.44531705,158.6998238,32.92427167,30.63093791,102.5500417,84.28507465,69.15301108,9.775553296,594.53,133.8,1049.42,269.11,42.22,31.14,92.3,137.01,37.7,48.3,205.33,0,20.6,63.13,44.26,0,31.76,34.37,0,59.66,0,0,97.71,38.94,105.31,56.45,56.46,0,0,0,35.98,0,0,0,135.87,39.5,0,0,39.85,0
WBGene00022014,Y61A9LA.1,4,55.111,21.399,25.488,33.739,26.634,21.542,56.131,23.25655989,0.415562828,7.017057605,63.90897799,28.2891605,25.01700773,9.709491999,0,26.63427459,0,0.992890901,24.55644914,6.674992337,74.92427924,0,9.806975644,79.27210375,0,0,11.15205679,240.0622343,17.37829406,7.472389521,24.55438021,1.864245633,0,0,0,0,0,0,0,0,0,69.67,49.1,0,0,5.36,85.44,47.93,0,0,10.46,0,21.13,0,0,0,0,151.11,0,962.52,0,35.22,0,0,50.15,60.19,0,0,245.05,0,0,43.55,0
WBGene00001431,fkb-6,32,100.798,169.565,54.288,72.004,56.265,74.784,56.095,175.6848306,100.6320782,70.53318894,18.20623361,31.38494734,148.1776129,54.43517289,97.41272194,56.26493869,90.27077082,58.36914745,83.68363805,76.38365465,93.2505997,90.34517901,83.92254759,206.5790682,103.2923042,11.2931616,201.6701524,89.59549722,5.583416303,123.1402648,118.4446852,63.07314501,52.9493769,541.22,33.91,0,303.69,207.13,522.66,189.74,91.84,75.1,86.55,186.67,79.94,0,72.53,130.33,267.07,101.22,89.52,103.82,89.23,349.79,124.55,90.35,83.7,186.6,11.29,79.87,261.58,0,0,0,50.05,119.34,37.02,151.04,69.64,243.11,396.24,0,70.05
WBGene00003371,mlc-3,3,49.36,6.762,21.124,455.151,3578.895,18.049,55.937,6.583076828,11.6239098,12.11599426,42.86854523,53.25183471,2259.122421,146.7112361,15.31348374,3578.894597,26.79019083,3700.73922,21.47217191,10.99571271,45.31892406,97.83867005,10.08064516,14.83569468,32.42404235,12.71763045,51.22221399,13.87326769,37.50219919,0,32.17466209,52.44921181,18.9595025,0,0,149.59,142.08,38.8,139.99,0,0,16.34,59.89,0,59.74,30.23,29.48,71.69,0,45.42,10.75,36.57,23.81,0,58.01,97.84,9.24,0,12.72,0,0,60.77,0,0,0,30.72,0,58.54,117.04,0,0,0,188.8
WBGene00008000,slc-17.2,15,197.238,389.814,31.334,153.454,157.552,70.861,55.825,392.5509536,423.6383418,33.5574209,19.26795288,96.66244531,294.9192538,16.38121291,111.7810098,157.5518629,338.5800705,161.4269467,36.43907651,59.32013992,184.3355058,308.6501517,142.4477514,90.12148866,152.8626594,90.45707695,146.206174,298.9321545,4.193777728,184.7151992,33.14139231,133.0649567,110.7829963,0,0,0,327.57,218.43,55.64,32.66,35.97,315.34,164.76,60.57,0,55.18,204.63,195.06,967.82,320.06,93.95,242.19,209.41,47.99,123.57,308.65,130.14,91.45,90.46,246.52,730.94,612.02,234.03,201.62,296.77,306.2,235.56,83.02,371.34,273.07,968.38,14.8,16.83
WBGene00018971,clec-67,22,6.551,0.045,0,0,0.157,0,55.508,0.048990319,0,0,0,0,0,6.395006779,0,0.15666546,0,0,0,0,0,0,0,0,0,0,55.13043414,0,0,0,0,1.260919563,0,0,0,0,0,34.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.84,0,0,0,0,8.23
WBGene00014258,ZK1320.9,1,9.23,103.311,20.359,37.8,103.01,21.993,55.475,110.2535149,34.64271002,20.40803948,13.50540634,42.49111813,65.64067854,42.07612223,0,103.0104965,25.6208129,34.0959518,4.720242797,21.95144179,6.17613667,0,60.97560976,0,0,0,9.196281326,6.308299643,55.53798553,23.48732493,27.50239184,28.27016247,15.16528894,0,0,136.71,0,0,41.09,0,0,87.31,2.72,0,0,0,0,0,93.7,0,0,0,0,0,0,0,12.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.15
WBGene00010941,gss-1,13,31.008,89.878,47.117,61.768,13.372,80.951,55.386,96.72800108,21.66394271,38.56751744,25.03061172,67.81694541,77.65041975,0,20.24332431,13.37205819,15.07935795,25.03512298,37.75775134,115.0489809,56.82627614,0,69.87882678,26.35254215,0,16.21744348,20.26367635,0,3.028981293,12.41842646,27.64903935,68.70577476,164.387765,0,0,146.53,0,0,53.63,0,61.84,78.9,54.77,0,0,44.89,13.69,20.93,0,0,74.54,10.41,40.73,0,0,0,0,50.23,16.22,0,0,0,0,0,0,0,0,26.89,0,0,0,0,0
WBGene00011329,zipt-9,10,18.263,145.664,75.939,43.563,20.09,32.269,55.334,152.1923816,83.31848331,106.8763914,14.82871337,24.90319823,78.7009835,24.27566746,54.19208251,20.09023181,70.65281185,86.48885373,33.87546517,49.08287015,8.325533482,28.11278851,26.69039146,18.47148465,15.50099206,55.39923899,3.664005112,43.37619843,30.0126004,64.23104781,75.416666,30.68669295,19.69859216,0,0,0,24.43,0,0,0,0,35.72,12.36,0,0,0,0,0,0,0,28.47,0,54.34,0,0,28.11,61.08,35.21,55.4,42.28,0,19.61,46.12,0,0,0,0,9.2,20.71,0,0,17.9,26.1
WBGene00020216,trap-2,26,68.135,31.924,418.35,323.061,141.716,227.869,55.311,4.8497997,206.6062406,482.4057342,271.5425523,262.3431297,87.11703804,34.75216041,349.135294,141.7164753,176.8057103,344.5222677,140.7661364,397.9193564,73.580023,71.53612468,0,22.01815372,212.017785,222.8542573,49.26518549,53.69929165,756.8482301,608.7570979,235.9506319,404.661041,285.3808146,0,0,36.91,0,25.29,48.83,0,0,14.84,73.86,60.57,0,33.39,57.96,50.35,0,130.11,0,66.82,183.41,42.04,0,71.54,72.8,24.37,222.85,20.44,73.15,31.29,0,0,0,35.51,0,226.52,193.78,0,0,79.49,21.92
WBGene00022347,Y82E9BR.14,15,91.818,60.111,41.445,45.472,29.444,38.542,55.269,58.16970711,72.05868518,49.63811322,21.44411659,53.99598769,50.44161335,64.48766591,42.52652327,29.44387445,103.1235096,116.4998475,20.57421502,55.43482145,71.98827056,35.92585818,87.0313084,50.0133419,104.3184736,117.5637933,40.63381862,58.33066922,8.547224658,103.124614,74.81100277,66.02197938,100.1023964,0,0,0,140.29,15.21,0,29.16,0,50.7,155.08,100.68,0,65.79,141.06,47.69,0,41.23,92.83,102.75,103,0,93.41,35.93,104.55,49.8,117.56,28.23,0,0,50.88,0,215.75,52,108.72,38.67,59.02,366.93,0,50.84,68.4
WBGene00010197,F57C2.5,4,34.398,126.026,81.513,47.688,26.489,38.861,55.214,125.8598959,153.1325874,86.84151362,41.44022778,80.16033859,10.66865879,3.990868892,52.16168021,26.48855947,65.57372186,16.80750047,27.17724545,55.99067432,56.53788073,3.719269535,11.41552511,60.38028407,0,134.913921,36.03708707,12.47147151,64.68368409,55.31730072,129.0586847,95.90300929,65.21989689,0,0,0,93.36,78.97,0,0,0,63.95,47.02,92.12,0,0,50.86,7.71,0,38.09,12.18,0,23.34,41.46,27.87,3.72,0,84.15,134.91,0,0,81.25,0,0,19.49,33.4,0,17.53,37.5,0,0,17.9,0
WBGene00000161,apa-2,9,205.983,8.386,53.722,62.229,18.523,65.322,55.178,1.583333795,75.04784568,62.81484108,35.74156777,41.68665579,87.55038086,111.0995332,43.93905866,18.52325209,50.26994474,65.1247004,65.13113412,53.30686337,298.6327478,85.26349362,430.7333378,62.67721083,162.9403915,117.7680544,113.4345411,125.9376617,40.32748865,88.3795063,74.36789993,46.82765675,56.38097499,0,141.5,53.5,116.25,132.13,0,22.56,157.09,284.58,270.21,362.05,633.53,227.29,313.69,269.16,0,98.71,436.97,323.6,160.71,58.99,0,85.26,179.1,94.77,117.77,88.72,119,19.61,0,0,54.73,84.82,273.15,109.98,201.56,0,140.35,68.98,123.18
WBGene00001329,epn-1,25,151.216,24.485,141.706,248.822,67.746,210.579,55.176,7.379323831,143.3426143,143.6757243,131.5368115,306.6939824,292.21625,168.9838182,122.7117916,67.74622306,40.12314662,149.8851952,283.016056,118.4212648,181.0583235,166.5963897,118.0423791,139.4232997,105.3121993,168.9977687,206.3744324,125.5651709,450.6210908,364.7332606,209.2386849,102.8586567,163.6256159,124.94,0,186.74,415.96,115.87,201.4,58.33,116.4,68.49,180.56,66.31,222.57,190.18,139.95,188.17,31.52,24.8,120.64,60.58,104.55,58.53,237.5,166.6,199.82,125.49,169,99,28.03,0,89.03,164.65,228.03,461.67,0,98.32,135.35,0,0,287.79,134.9
WBGene00015933,C17H12.8,14,4.395,0.273,1.019,0.793,0.193,0,54.853,0.299339184,0,0,2.741378365,2.059520132,0,0,0,0.193219958,0,0,0,0,7.878106969,0,21.55172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.71,0,0,0,0,68.27,0,0,0,22.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021324,rga-8,1,39.792,3.965,24.483,50.805,18.58,98.371,54.687,0.537919997,39.78259135,23.19448623,35.1969369,26.13413623,57.07526027,132.4412758,91.75449985,18.57982386,5.004705785,16.44467442,105.1603717,6.012759013,21.90127858,57.32716168,80.68493738,77.12505134,0,0,7.047545376,66.04102951,0,37.91287715,21.31662239,38.19648783,46.60640961,0,0,0,0,50.72,0,0,0,70.23,26.02,0,119.47,0,75.85,0,0,0,86.06,102.98,0,27.64,171.7,57.33,45.75,51.74,0,129.29,0,78.22,48.44,0,0,0,0,0,49.8,0,0,22.71,163.92
WBGene00009264,sac-1,2,61.848,90.974,41.004,52.285,23.252,50.423,54.582,93.25459224,57.68929436,48.77332666,28.16066186,36.77680506,32.9683109,114.5847238,75.29640304,23.25194785,59.88005401,26.92165134,43.72806937,80.22117639,64.48124511,47.07164079,48.46347213,91.42943959,62.54806942,0,66.56189288,66.13211915,24.78481659,95.34564475,34.65191992,52.94490458,41.320887,405.68,0,0,157.34,0,56,121.28,24.65,59.81,50.81,95.85,0,38.87,87.25,78.5,195.91,11.78,44.18,48.6,101.7,0,302.15,47.07,86.92,26.99,0,64.3,0,50.05,73.05,278.39,71,22.51,0,78.09,26.26,72.84,129.87,70.72,127.17
WBGene00008480,eif-2A,10,94.915,258.493,86.554,66.887,128.827,84.382,54.153,255.8603251,334.5475425,103.520564,42.07048202,68.73161755,63.78317689,181.617527,143.6236229,128.8270599,319.7255276,99.14499989,38.91652368,56.59734889,81.41566726,157.5231719,93.02320344,196.138642,37.44248633,142.1985472,90.3041321,86.97942235,37.34548313,146.1629635,174.7359743,138.5719433,31.78208182,99.37,0,0,147.7,131.62,205.06,47.11,0,97.79,86.94,63.7,59.74,30.65,64.67,90.52,160.38,76.25,99.22,28.03,63.64,438.07,46.62,157.52,91.02,167.72,142.2,95.95,94.92,54.07,0,67.18,54.73,131.32,34.95,29.15,80.73,0,0,61.22,216.16
WBGene00004788,sft-4,24,117.72,17.133,125.426,272.412,186.644,157.045,53.986,0.268286614,151.5298274,114.187214,155.2437448,287.4182129,142.3944373,203.9831288,161.8426125,186.6444328,159.4218073,384.6262884,88.65744041,271.1315469,60.42944716,108.4734755,35.89602687,97.59865666,67.26459592,183.6770528,81.72359656,139.974543,271.2566701,303.5125357,108.1909533,183.7804836,227.1535235,0,0,50.66,208.17,23.29,286.09,28.02,54.35,26.1,143.13,103.95,79.94,33.67,57.62,103.78,0,63.21,38.29,20.22,82.42,15.86,31.81,108.47,144.14,163.9,183.68,198.06,0,135.23,661.88,0,679.55,83.19,0,0,210.8,0,129.87,230.25,196.45
WBGene00011291,R102.4,7,1.75,5.881,5.026,2.718,4.154,9.762,53.788,4.676058501,24.7257885,6.091944219,0,7.059316762,0,0,0,4.154102223,1.854520301,17.80546823,2.204653583,0,0,0,0,0,3.534668024,0,0,0,0,0,11.77819232,11.36635479,20.21856544,0,0,0,0,0,0,0,0,0,6.08,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013020,Y48G10A.3,1,72.613,44.833,25.444,87.79,15.592,93.956,53.73,45.81400943,13.63984212,30.1946298,13.95477228,81.15887314,55.91021963,71.85242791,150.4509744,15.59220559,9.593816377,14.62542047,71.48956834,122.0387904,56.80322304,67.36145019,147.4597959,43.22221715,0,108.8773408,64.38636184,79.47843269,35.47456952,94.83855127,43.81047826,76.22391318,38.68558037,0,0,0,304.65,46.66,14.29,58.33,0,28.76,43.56,0,0,150.94,52.36,129.56,212.86,46.78,157.29,0,8.58,0,66.09,67.36,101.59,50.18,108.88,18.39,0,162.88,19.19,0,27.4,117.8,71.53,0,150.81,784.26,0,32.33,83.19
WBGene00009688,F44E5.1,7,88.412,89.943,107.396,80.595,151.767,91.82,53.404,89.11749636,109.4950948,94.33706132,133.7743002,76.04755623,52.32015894,84.64508247,43.7029299,151.7671697,64.76375175,120.843411,25.8353274,136.3848236,90.95090338,88.99503465,95.97934179,12.7824114,47.31503757,68.20980945,54.6253775,89.72004954,67.8523815,66.98899426,55.22612693,143.6008754,114.0847243,0,0,0,51.75,0,30.53,46.76,69.67,43.5,124.48,294.57,30.61,41.99,59.11,48.49,103.24,116.3,102.38,192.7,67.44,0,0,89,22.66,24.37,68.21,322.28,0,0,68.19,105.77,16.03,64.76,112.63,16.06,141.19,52.61,0,84.78,84.61
WBGene00022678,sar-1,32,108.375,164.01,154.634,164.134,121.134,185.655,53.319,150.4540765,245.7156847,143.4173545,133.6793058,71.35653709,237.173588,24.74610243,251.2119215,121.1338324,117.4064194,291.8564295,98.94382131,170.000218,97.32533827,164.9979695,62.47440104,108.2845519,318.2633935,101.2788384,102.0379914,101.1171164,144.9472402,469.2335806,98.53113847,169.0574518,95.89681584,0,73.31,0,149.79,161.82,0,39.91,34.61,107.04,67.92,257.54,104.82,83.93,246.38,131.26,234.05,91.45,66.64,0,233.74,46.35,104.3,165,78.72,136.16,101.28,134.2,248.97,13.83,200.59,424.83,0,89.58,58.29,145.91,210.69,0,0,14.8,27.6
WBGene00009052,ekl-1,1,31.219,138.596,22.787,13.575,22.094,26.896,53.227,146.3017828,64.11969797,30.69157069,5.771627833,11.32553662,26.22002683,43.910086,20.51367328,22.09355592,34.93100704,47.54370715,35.30037562,18.05104858,33.74620212,14.08702111,30.60123521,38.66807145,0,43.79827769,46.91113001,0,9.926599511,44.98872898,40.25470947,50.98383552,24.44209768,0,0,0,137.48,0,0,482.51,0,49.09,30.82,0,0,0,23.92,40.02,0,20.72,14.98,0,0,0,41.63,14.09,0,53.42,43.8,0,0,0,94.35,0,0,0,0,15.15,99.1,0,0,31.29,47.53
WBGene00010747,K10D11.3,10,0,0.317,0.165,0,0.036,0,53.204,0.347957162,0,0.245800559,0,0,0,0,0,0.036245897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011488,nra-2,29,40.318,228.898,61.085,55.02,59.75,75.076,53.203,219.6217794,351.8057116,76.48011738,21.30866568,49.75974464,77.83479067,69.64712771,28.40356008,59.75003699,129.409712,101.7493296,30.21617858,117.8237134,24.8007488,5.127842982,0,94.87154074,15.06468269,105.2426188,27.04132578,15.57006707,28.63796295,246.7559013,69.50618243,75.98806508,114.12419,0,0,0,67.99,49.32,66.14,49.25,0,65.57,39.54,0,79.94,0,33.89,22.43,0,11.08,0,150.98,11.06,0,66.09,5.13,20.8,148.63,105.24,21.89,0,0,94.86,0,48.63,20.22,0,5.38,64,0,222.22,0,89.63
WBGene00002079,xpo-2,4,11.256,220.737,27.383,13.879,24.916,22.033,53.104,225.0030683,196.160223,35.7997937,9.352962899,15.20822519,22.57986564,20.97987702,9.460290431,24.91584706,91.25575877,19.27106251,6.333694365,2.265713651,19.06876695,26.83125544,9.191176471,3.484259856,0,7.134016059,9.744616995,8.149228676,35.96187234,121.4215239,87.41235691,27.51418812,64.65207751,0,0,0,40.94,0,65.05,0,0,0,13.64,0,0,0,6.12,36.61,0,9.85,9.8,0,0,15.86,0,26.83,16.56,0,7.13,0,0,0,0,0,68.24,0,0,0,13.91,0,0,21.78,20.75
WBGene00001058,dpf-5,106,50.273,100.462,48.864,37.223,29.877,74.613,52.884,106.1817827,33.90449434,53.08261457,37.64011353,45.66099757,75.6272796,99.24956406,33.42182208,29.87717159,37.40889834,41.11814308,56.20326127,64.30743833,81.4874037,34.44010152,109.2967773,16.65685578,23.45756869,3.382457897,27.20307471,45.50813574,6.688943155,63.16072765,123.2451802,50.48549956,57.18642321,0,0,0,23.71,55.64,48.06,0,0,79.84,48.62,0,142.45,120.47,84.65,70.86,0,88.95,91.06,52.04,17.23,42.95,0,34.44,42.75,13.77,3.38,0,0,159.41,0,137.77,0,11.93,0,84.45,28.55,0,0,151.44,84.28
WBGene00002363,let-92,15,158.395,139.23,45.904,120.609,88.221,87.137,52.754,136.0452152,161.172315,56.44898275,24.45791211,111.1837554,166.4907351,209.9095321,62.30879004,88.22070628,100.2885853,243.2109309,85.14714655,81.42836946,155.3139777,108.7763605,164.4650231,156.3509085,123.7805866,245.6857841,176.2970839,139.1099074,45.84268508,203.1299805,120.3249655,60.94103132,126.2773942,0,43.24,443.9,87.6,257.63,214.58,0,429.29,145.96,145.17,0,620.96,158.75,182.77,104.38,108.78,104.45,150.73,233.75,135.57,35.71,282.25,108.78,124.71,145.5,245.69,118.69,118.63,232.44,61.06,178.5,14.47,165.65,235.91,152.13,192.08,69.43,201.01,184.27,217.26
WBGene00022031,Y65B4A.8,1,6.336,57.396,38.253,5.334,8.716,10.397,52.706,59.25732331,26.94583669,47.18720258,19.73989656,8.367802103,0,24.4977952,0,8.71630032,12.53421634,1.180637544,2.297118495,17.68147213,9.500056027,2.651914948,20.0271826,0,0,6.748549062,2.433705853,0,10.3388067,70.30063131,16.44598534,53.40919307,23.61648436,0,0,0,0,17.51,0,0,0,9.95,6.95,0,0,11.9,13.69,10.03,0,0,21.36,0,0,0,0,2.65,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,31.53
WBGene00017283,F09E5.3,19,20.588,35.998,33.159,20.119,21.332,8.026,52.543,35.63488641,39.26708761,25.56492467,54.61759145,16.11786458,23.69137152,13.6086784,26.08681921,21.33177303,21.55570653,19.17784019,6.072382803,9.483123676,13.06864593,0,0,13.49254537,6.753836179,3.567008029,1.516792409,14.10835214,2.2377372,41.11524839,11.10240938,32.13617647,3.331112592,0,0,0,0,0,0,0,0,18.45,32.7,0,0,60.68,168.07,4.04,0,0,0,0,4.96,0,52.76,0,0,0,3.57,57.87,0,0,0,0,0,8.19,0,0,13.71,0,0,35.63,7.29
WBGene00001898,his-24,9,914.875,23.968,386.392,928.823,49.948,1171.793,52.457,7.737816852,205.0289319,476.632233,198.8708939,760.6554654,900.7633471,1531.739407,725.8627195,49.94804182,191.9308347,118.7460795,1594.71432,380.1404102,1168.103563,736.4199288,790.7031953,1018.146569,334.9657471,710.4790546,381.9495632,574.9441192,234.18287,152.1063381,462.8186963,618.917714,837.6580605,225.12,48.09,222.73,121.48,533.62,156.98,587.17,320.15,532.1,1452.79,416.85,86.81,305.62,971.58,673.25,1205.56,172.42,798.5,1598.57,410.23,160.82,985.04,736.42,470.53,1393.29,710.48,766.58,982.59,311.57,1414.48,851.47,324.05,722.81,745.15,213.67,860.22,534.2,0,935.42,1702.81
WBGene00000814,csn-2,1,53.865,163.604,45.253,54.732,38.386,78.992,52.436,171.0998,84.04803324,52.76329418,21.31142551,49.76806873,56.83911123,39.56924984,69.92712035,38.38627737,47.43392945,52.63678837,94.55851552,51.51696043,48.47944499,50.11804906,93.51558438,155.4305292,23.34539976,18.10073728,34.77667381,27.52756719,19.04632088,92.83563917,97.9186918,61.63044296,28.20463315,0,0,0,0,76.45,0,121.83,31.92,52.09,54.27,0,0,198.36,28.62,39.73,0,105.76,99.75,53.27,29.8,0,223.88,50.12,35.9,187.15,18.1,27.64,0,20.34,0,0,0,26.06,0,65.53,49.93,29.77,90.09,26.9,43.2
WBGene00010428,dcn-1,4,24.573,78.451,32.071,31.783,34.022,48.748,52.369,81.37352283,55.96446504,36.39243729,23.98981303,24.47203511,18.26950904,0,39.63210709,34.02242849,48.71033736,54.0097243,64.62580028,39.12126995,22.04100842,37.13460383,61.91257205,16.23113131,16.09844563,31.77254806,21.75674345,17.96077371,8.497523726,26.53981088,83.90776493,24.63552973,70.52165613,0,0,0,0,0,17.78,35.89,0,20.24,30.81,0,0,0,23.59,59.03,0,0,45.26,0,26.2,0,0,37.13,2.71,30.94,31.77,33.12,77.3,0,45.79,19.45,0,72.45,18.64,35.5,15.45,0,0,0,0
WBGene00000293,cap-2,17,168.295,98.5,40.503,130.853,74.794,124.528,52.157,95.81880269,105.9882423,47.70900893,21.87526593,160.441699,56.51072999,248.8883205,106.9432619,74.79432762,115.239875,194.8236133,131.0949233,50.77636796,226.7051544,151.951548,292.7520757,128.0715039,144.0649061,24.72654099,80.69898526,178.5964803,20.88321614,183.6044451,61.62469867,108.1956087,58.19093842,0,432.92,0,0,12.64,170.12,106.82,16.38,217.58,202.14,146.52,194.93,192.02,188.01,135.23,0,166.79,243.18,210.62,130.35,0,151.63,151.95,243.88,170.22,24.73,94.87,265.69,39.53,269.17,45.81,73.95,67.19,31.42,103.3,194.72,77.86,393.12,158.39,274.85
WBGene00004927,snx-1,6,31.599,3.97,23.188,38.162,12.836,67.767,52.139,1.886775696,23.38689567,25.94176356,16.9101032,38.8357128,39.19341953,12.20196696,46.51372864,12.83593795,12.30618465,43.19950316,79.82093014,81.96492608,28.23102227,25.56803932,66.09718005,75.8077798,10.90179662,14.20357904,53.81667589,57.59740177,9.513860714,31.32307573,24.11653542,444.6161624,48.18891796,0,30.06,46.01,0,114.53,91.43,131.34,24.75,5.86,23.17,32.05,0,0,29.14,22.66,147.36,24.17,70.5,30.18,8.01,57.41,247.12,25.57,33.64,0,14.2,0,0,267.38,0,23.86,0,60.25,0,18.27,27.82,70.19,0,0,15.7
WBGene00003514,myo-2,4,16.403,2.839,7.135,1631.815,7.579,20.917,52.027,2.643304481,6.552741865,8.60765992,3.644158779,0,8836.509176,10.30622062,37.89059327,7.578802837,4.886535445,3.625379605,43.37875348,10.80675862,25.22977676,78.34720569,34.8055899,12.85760206,0,39.10374223,7.316109586,7.076289477,0,0,15.59013398,3.267173485,27.97175917,0,0,0,0,52.65,0,0,0,7.92,25.19,0,0,0,0,0,0,0,37.13,0,0,58.53,0,78.35,0,0,39.1,0,0,46.1,0,0,44.09,0,0,0,0,0,0,0,13.26
