WBGene_ID,Gene_name,Peptide_count,Neurons,Gonad,Hypodermis,Pharynx,Body_wall_muscle,Glia,Intestine,Germline,Somatic_gonad_precursors,Seam_cells,Non-seam_hypodermis,Pharyngeal_epithelia,Pharyngeal_muscle,Pharyngeal_neurons,Pharyngeal_gland,Body_wall_muscle,Sex_myoblasts,Intestinal/rectal_muscle,Socket_cells,Am/PH_sheath_cells,Cholinergic_neurons,Touch_receptor_neurons,GABAergic_neurons,Oxygen_sensory_neurons,flp-1(+)_interneurons,Canal_associated_neurons,Ciliated_sensory_neurons,Other_interneurons,Rectum,Distal_tip_cells,Vulval_precursors,Coelomocytes,Excretory_cells,AFD,ASEL,ASER,ASG,ASI/ASJ,ASK,AWA,AWB/AWC,Cholinergic_(3),Cholinergic_(11),Cholinergic_(15),Cholinergic_(23),Cholinergic_(24),Cholinergic_(26),Cholinergic_(29),Cholinergic_(35),Cholinergic_(36),GABAergic,Dopaminergic,flp-1(+),BAG,URX/AQR/PQR,Touch_receptor,PVC/PVD,SDQ/ALN/PLN,CAN,RIA,RIC,DVA,Cluster_5,Cluster_10,Cluster_13,Cluster_16,Cluster_17,Cluster_21,Cluster_25,Cluster_27,Cluster_40,Pharyngeal_(33),Pharyngeal_(37)
WBGene00006537,tbb-2,15,1813.693,845.929,683.684,1022.602,601.713,1439.864,236.294,787.6396672,1071.112186,777.7196087,494.888143,1133.976577,684.1667952,1581.048787,1071.316026,601.7128929,871.7377929,1686.291191,1668.32588,927.3672072,2017.571093,1041.029964,2256.334155,3088.920914,1550.453968,1294.314089,977.7604551,2305.012091,488.8934469,2518.103557,1971.481307,540.4577733,2294.814122,1473.5,1275.13,1153.64,986.39,544.86,845.37,1230.63,1150.86,1293.36,1870.62,1435.36,1417.36,1371.58,2535.53,2827.86,864.87,3026.48,2191.99,2179.62,1286.41,838.41,3629.25,1041.03,3114.89,3767.91,1294.31,1093.14,951.75,2608.53,2650.7,454.93,498.32,891.01,341.31,823.53,2458.27,2417.96,3282.68,1003.77,1746.66
WBGene00011827,T19A6.1,1,233.252,109.266,260.869,246.084,59.303,218.198,235.309,104.4665794,164.6507953,316.7576832,128.0168798,306.9134928,120.7796223,178.2027569,123.7004198,59.30289884,109.7130597,86.11095804,342.2566462,169.2273216,228.9127456,347.4895778,325.4498243,126.4318301,34.22455935,200.078637,174.1924802,408.7604738,174.5323974,141.8832689,342.5913894,167.0698334,131.5957444,0,211.15,0,275.16,222.97,0,491.05,113.65,29.32,292.41,217.23,79.94,13.17,442.94,355.62,294.72,42.72,347.15,199.06,35.96,0,323.29,347.49,382.31,83.41,200.08,904.98,0,0,0,0,176.76,97.17,0,222.11,300.46,0,0,0,229.33
WBGene00010406,math-33,14,183.166,260.862,63.681,105.334,69.732,128.443,233.754,267.3089629,186.6613212,78.25643354,38.35786777,95.20746113,96.0528081,184.9232721,143.7212479,69.7315291,92.2017636,112.5274684,108.5576161,107.595988,162.3105007,235.1640785,257.27124,228.8671051,112.5085318,147.033258,218.1284753,166.3522834,20.57208677,216.4493488,90.51129232,134.6122732,149.0427354,533.68,154.01,153.71,0,364.02,229.31,476.87,69.21,111.91,188.39,106.42,71.45,88.55,105.53,119.06,529.61,90.04,252.46,260.13,99.62,196.98,402.06,235.16,142.35,157.79,147.03,353.58,0,65.82,289.15,127.15,207.72,277.54,184.82,151.7,220.3,166.52,0,110.62,206.24
WBGene00006888,vbh-1,12,215.75,441.882,103.429,163.965,114.804,227.554,232.904,454.4664893,320.0871079,109.7902312,70.93542613,139.2223607,237.0266916,179.3833266,167.2662457,114.803637,301.8948379,130.2026101,279.1313543,157.2560036,206.1495458,448.3972823,314.2543355,149.9149608,22.71786636,180.8051887,249.6398722,298.5342401,34.01915419,289.5341346,201.9313291,227.7370377,153.6846424,0,383.13,209.31,285.61,222.29,163.65,502.64,223.08,229.21,211.33,0,308.07,51.69,275.43,193.83,292.32,86.9,309.62,137.24,33.08,155.45,241.47,448.4,202.8,102.96,180.81,545.31,72.63,376.29,100.16,20.55,42.01,411.66,175.62,151.8,146.99,392.87,735.49,102.8,201.35
WBGene00000784,cpr-4,281,0,0.218,2.295,1.101,0.598,0,231.682,0.239094894,0,0.739782312,7.349691442,2.860444628,0,0,0,0.597534661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.058508488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022252,Y73B6BL.31,1,0.556,0.469,5.9,0.64,0.653,10.04,231.332,0.424219754,1.255327295,5.698018992,7.257197614,0,0,0,4.758251682,0.653168792,0,0,0,25.6080651,0,0,0,0,0,0,0,0,13.10470281,0,1.584831263,4.111411066,4.518507808,0,0,0,0,0,0,0,0,0,1.18,0,0,9.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004040,pld-1,2,288.497,363.39,120.857,393.665,158.012,159.104,231.3,380.8369676,134.3546815,122.1809945,109.3460015,473.4929946,144.6862655,358.8050987,365.8240615,158.0120304,168.2112239,381.8619045,70.59822972,226.1041471,311.5818605,132.8792552,178.9155506,307.210872,212.9821676,218.6889455,386.0139943,222.8306508,69.68307602,323.7530817,166.7313529,123.5918306,45.96223094,0,1316.06,43.82,134.43,1136.17,619.61,262.7,149.43,183.86,306.57,132.63,232.69,203.67,359.59,362.69,228.28,382.81,185.57,345.29,238.48,276.74,272.41,132.88,318.48,336.94,218.69,9.19,479.94,70.24,147.38,197.61,66.93,153.23,36.73,247,310.08,1265.99,0,458.57,330.18
WBGene00000136,amt-4,21,0.343,0.13,0.035,2.416,0.292,0.75,230.502,0.075804758,0.925167802,0.052832456,0,6.275100402,0,0,0,0.29199971,0,4.048320757,0,1.911881387,0,0,0,0,0,0,3.014336183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.72,0,0,0,0,0
WBGene00020068,cra-1,2,65.388,364.021,104.337,92.664,164.541,44.498,230.21,367.1134065,372.0868685,123.0480097,39.24221868,59.54047176,155.8431583,46.56254047,108.7422593,164.5406673,184.7478832,117.5622517,34.78641213,61.95301387,48.38954038,149.5982125,73.36630176,49.35019857,57.58172429,32.01691902,84.7068214,63.71600944,160.1723158,218.244264,286.4151777,152.1830626,32.16770454,0,0,0,285.93,25.29,189.04,0,0,0,62.87,230.56,0,195.67,100.99,18.84,0,19.29,78.26,43.08,42.29,0,44.91,149.6,24.21,72.18,32.02,99.11,0,180.07,0,0,0,35.03,0,90.77,138.95,0,0,98.55,31.65
WBGene00010778,gpdh-2,33,50.617,85.775,45.579,52.391,256.481,37.803,229.964,89.32190617,53.90669518,31.28934145,82.19173987,15.80930734,133.6124189,80.13991756,85.65714598,256.4805954,53.95889715,88.16116182,3.46993303,44.84968879,75.04992112,3.898453094,51.7669551,70.47955454,0,16.40823693,71.07080841,134.7025589,82.30538252,35.80586839,61.48932714,26.5739054,2.233937986,289.77,0,0,232.56,0,0,110.43,0,57.88,53.26,260.76,389.86,9.53,68.53,7.9,0,0,55.22,42.5,0,10.19,20.06,3.9,273.73,120.3,16.41,0,0,0,0,0,0,43.59,0,16.13,0,134.01,0,0,103.13
WBGene00009886,F49E2.2,123,2.003,2.428,1.403,0.978,0.595,0,229.839,0.205718305,7.288629003,0.911503893,0.748107679,2.540205096,0,0,0,0.594803716,55.79510868,0,0,0,4.625453873,0,0,0,0,0,5.850485005,0,0,76.80974675,1.194443449,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,36.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.58,0,0,0,84.35,0,0,0
WBGene00015512,mthf-1,8,33.175,198.871,263.778,33.445,13.942,27.286,229.725,206.0085366,123.8890606,151.035906,566.8745411,21.1490667,44.47814854,92.53618898,32.19978956,13.94194003,111.4145942,57.78477453,39.51880702,4.49737831,29.68090204,0,31.87337186,2.231918669,15.60939061,40.55032864,8.169236683,71.76844311,273.5113516,129.2895224,164.7535378,80.52333881,253.1254999,0,0,0,0,23.55,0,39.91,0,20.53,41.85,0,0,0,30.17,65.99,0,77.74,34,35.23,30.47,0,0,0,145.84,4.25,40.55,0,0,0,93.92,0,0,0,0,18.4,7.41,0,0,81.63,95.66
WBGene00018488,acs-1,4,101.668,1.403,79.398,7.924,0.231,7.457,228.412,0.50060646,1.052105526,86.59117073,66.34987184,6.119432892,0,0,0.879168799,0.231171777,3.24597282,2.528564544,18.47943877,0.895627992,338.526982,0,0,7.633733468,9.173705646,0,0.774216725,42.73274676,117.2542398,38.2497247,19.22186677,0,39.00244972,0,0,0,0,0,9.05,0,0,30.45,63.99,0,0,620.64,36.83,168.92,0,3155.3,0,0,6.74,0,0,0,0,14.55,0,0,0,278.39,0,0,0,0,40.89,0,9.09,0,0,0,0
WBGene00003959,pcp-4,454,0,0.714,0.585,0,0.666,0,228.278,0.783094086,0,0.873614135,0,0,0,0,0,0.665758074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.504683759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017121,cyc-2.1,4,548.942,560.002,346.901,401.106,662.07,454.232,227.834,526.147372,982.9119688,342.1765015,324.5620696,282.7556925,667.4187825,428.2718393,285.6539742,662.0697469,730.7714707,697.2020236,300.1245246,523.9638478,624.4217484,253.7690362,510.6816335,523.3171025,346.9256474,634.8062259,543.7620219,474.9958709,382.2452188,698.3055164,563.2071653,826.7318042,348.7986458,0,473.77,76.32,728.63,335.7,344.48,307.44,489.48,624.53,607.93,902.02,524.83,704.83,261.96,826.23,460.78,496.26,515.71,793.27,357.86,360.31,693.79,253.77,195.2,508.47,634.81,1224.05,564.36,117.93,271.83,315.84,242.4,699.69,374.04,798.18,794.37,418.57,646.37,36.75,540.59
WBGene00015206,B0495.7,30,80.985,315.03,177.458,113.231,41.037,127.582,226.793,305.9948183,432.4915644,220.2940411,93.7180847,39.85392615,148.0387859,49.29111543,83.04893833,41.03749557,248.8960937,126.4326088,116.417875,161.5665799,64.13148318,126.8535236,24.15458937,60.01196899,33.31322783,128.303944,194.7486381,7.578469993,105.4536047,338.8348104,295.3873287,149.0443755,165.6216135,0,0,179.8,182.21,149.04,17.69,397.03,82.8,44.74,75.16,0,0,0,90.24,14.94,156.74,22.16,25.76,10.41,24.47,27.64,43.17,126.85,15.4,81.78,128.3,0,0,0,153.84,0,101.93,119.87,0,712.23,225.06,0,0,221.11,0
WBGene00010993,vha-20,86,163.504,13.723,197.842,109.374,48.117,515.22,226.179,1.258051513,146.7875439,200.0893065,200.5978318,131.8930335,34.36030018,266.3022464,39.32773551,48.11701612,97.86860893,147.354361,241.4395408,683.3658404,166.5074286,83.79108962,636.4529215,96.04094833,209.865835,45.21717091,53.37640172,91.35423073,140.1732554,129.224472,108.5989036,250.4592103,799.9222914,259.27,0,58.49,75.02,43,0,0,0,189.06,166.8,45.65,201.21,71.89,170.03,194.89,0,84.99,641.98,141.74,154.13,0,195.25,83.79,93.95,87.9,45.22,72.88,0,178.18,346.59,243.9,219.9,118.4,34.51,22.96,144.4,162.91,0,77.74,320.4
WBGene00004410,rla-2,44,455.456,733.062,700.791,572.769,675.344,736.272,226.094,703.2148768,1013.61741,794.8325353,526.9607379,506.110009,496.6252554,607.2033558,674.0717504,675.344278,929.9687059,804.8175989,682.4395104,748.2613072,439.130723,399.3433025,440.2508673,370.7592961,566.328486,751.8660476,530.4487862,216.0444595,537.1891915,1118.148902,1207.615386,939.9666682,619.9955672,1724.14,145.32,110.74,635.28,254.67,545.71,751.8,351.1,405.95,375.73,372.31,0,473.2,556.86,358.68,583.17,767,453.76,478.48,617.4,250,1180.81,399.34,160.13,26.43,751.87,428.68,41.56,183.31,645.4,541.87,236.22,615.28,525.15,685.89,613.26,261.61,631.15,1124.52,458.79
WBGene00013025,vha-13,788,282.548,136.618,194.885,119.175,51.239,846.036,225.284,138.8277014,77.62612174,174.1085975,254.3084777,114.1767003,114.9972743,400.3521679,92.66115438,51.23921914,105.042342,107.2620637,376.4484824,1258.828854,450.0373292,165.4607546,537.9624785,141.3818784,222.5423209,168.6663211,86.92953929,169.1742838,208.6201775,217.0687208,183.8208055,291.5044206,1422.897423,0,114.04,110.74,0,67.25,77.79,0,66.51,400.17,346.68,315.86,175.93,189.39,263.1,533.85,110.52,88.81,544.07,483.26,304.91,137.99,41.63,165.46,141.3,191.44,168.67,208.79,264.05,127.23,374.26,359.88,124.42,63.87,45.34,145.31,216.33,29.77,743.11,25.42,507.91
WBGene00004495,rps-26,44,653.661,995.271,1166.092,801.437,955.13,831.957,224.736,957.9323415,1351.734819,1263.702604,970.4392152,623.0528423,860.158557,564.2917021,1136.589174,955.1301025,1519.971693,1318.34169,646.4330367,970.5485939,605.6960742,741.1382617,398.5007606,435.5249613,1044.765528,1132.370288,818.6244283,515.1706113,768.2240516,1461.349152,1373.718773,1363.797607,790.6293093,823.08,381.68,389.11,1108.82,515.97,113.32,1142.25,805.86,573.84,595.72,356.14,496.43,882.95,667.56,560.19,516.37,471.96,356,420.63,993.17,198.61,233.28,741.14,473.33,633.33,1132.37,700.86,402.46,435.6,511.83,1215.63,876.52,1307.82,796.88,1095.73,669.21,1490.82,95.92,585.38,558.24
WBGene00004444,rpl-30,194,268.76,735.5,668.125,396.604,536.619,390.034,224.106,729.460803,857.8066144,732.2004128,490.7822702,376.5516468,348.3838816,350.9926499,485.0273655,536.6185741,923.2404213,671.1606295,371.9172398,407.5553651,285.066251,224.6123682,189.3713144,157.1221052,413.0149254,323.833778,271.4790915,254.9370983,540.6088136,626.5593308,879.0640775,629.8552816,408.426308,338.07,167.71,151.98,474.79,74.27,26.84,364.8,164.18,288.81,262.13,197.15,0,380.33,274.81,222.74,147.31,287.45,148.54,168.26,348.94,152.09,290.2,224.61,206.77,94.35,323.83,119.77,790.58,238.05,231,480.16,130.62,493.19,16.08,304.31,434.15,381.32,688.88,293.87,367.38
WBGene00002855,let-721,10,37.77,169.266,99.864,69.788,278.159,109.602,223.479,170.4202546,153.6091693,89.29528378,101.1383046,37.94710373,71.27164474,83.0891156,41.41102958,278.1591191,111.6113825,92.28828018,147.6782028,83.93967203,27.53291142,51.48954526,27.03357876,23.00834052,41.33948649,11.18743427,27.91962399,61.80952841,74.93837303,168.0670838,83.77259559,47.53970691,146.7802696,0,0,0,0,0,0,131.34,0,4.87,47.57,0,0,37.72,31.35,9.06,0,20.48,28.84,83.35,30.36,0,89.97,51.49,18.76,0,11.19,80.75,0,214.27,0,0,0,0,0,153.42,18.91,51.98,594.06,81.11,83.66
WBGene00022361,Y92H12A.5,10,77.858,196.256,106.016,81.865,71.529,56.826,223.33,199.7269521,188.2891903,123.1832432,59.60553216,49.88144874,65.75475764,22.37414635,77.63335697,71.52905675,178.4345322,65.55172222,77.12625101,51.4960556,38.77950738,54.61815999,77.88371759,150.6346445,101.4001621,26.70033553,45.19116417,92.51226393,37.0859846,81.1799521,177.1178905,71.5588822,85.08236526,0,0,47.03,148.56,57.43,0,0,113.38,117.69,103.34,0,0,59.26,129.34,69.78,0,0,83.08,0,94.84,0,32.29,54.62,79.62,271.4,26.7,122.64,0,152.66,202.07,59.1,0,36.06,0,16.44,57.37,0,0,51.27,14.08
WBGene00003920,par-5,131,1182.356,588.003,313.907,388.797,641.016,675.779,222.47,570.6795849,763.1686112,383.6288074,157.0863119,390.4413816,363.0028749,1315.103015,566.0122388,641.0160816,634.6251114,1308.099833,552.6357746,554.8146172,1288.783183,1433.975559,1447.459197,1206.79549,600.4805365,902.5776431,1402.101345,1267.410458,198.0569151,776.3376849,844.1338491,596.5702489,545.5034091,2071.51,785.02,2806.63,1605.45,1479.54,1225.51,1948.58,1765.44,1591.06,1101.8,584.02,950.54,492.65,1145.27,677.16,1214.61,994.16,1315.7,1648.9,689.05,2056.05,1024.33,1433.98,1366.59,940.12,902.58,903.67,1861.2,1099.28,1401.06,1532.3,1108.66,1438.2,1080.34,728.65,1409.65,457.17,808.1,1429.3,1282.34
WBGene00004449,rpl-35,63,633.405,1151.352,1211.502,822.993,1121.723,820.326,221.96,1106.050134,1682.997999,1352.657559,851.3882903,661.2685436,790.5284686,649.6354653,916.6044488,1121.722577,1984.172208,1228.360315,830.4534022,858.9109146,514.1141364,576.4404102,562.9387449,536.6402724,1093.438867,1120.544141,635.6477683,536.2972163,885.5586694,1434.082178,1756.516008,1164.563784,830.4381482,219.18,33.91,1001,503.74,381.56,501.72,463.03,576.08,460.39,592.84,1206.38,320.26,575.88,441.74,388.78,1036.92,524.1,535.49,377.25,1085.27,446.36,1049.89,576.44,215.67,324.24,1120.54,755.01,1070.26,832.04,366.25,1417.94,860.35,941.99,909.89,651.6,987.36,847.32,230.44,602.84,663.06
WBGene00000107,alh-1,42,12.66,97.392,49.225,21.328,78.844,10.765,221.928,103.0215409,53.15374167,64.47644663,18.20698559,10.75462756,41.04317779,0,3.516675195,78.84415815,86.53665891,14.65217535,21.73791841,1.842238058,14.8557685,0,52.4169612,9.235742323,0,13.07531381,6.218054744,0,16.40576456,0,19.5985145,19.39556716,0,0,0,149.59,0,0,0,0,0,0,23.4,0,0,0,0,0,19.59,0,55.91,40.58,0,0,0,0,0,17.61,13.08,0,0,0,0,0,0,0,0,0,19.57,0,0,0,0
WBGene00012608,hphd-1,37,0.491,2.244,13.863,1.638,22.76,14.473,219.566,0.346933111,19.96839386,5.38759846,41.88050656,0,2.399724754,0,9.144194808,22.76049481,0,8.158976,0,18.65069397,0,0,0,0,0,0,0,8.193598342,0,27.02577081,18.51538414,25.45940093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000207,asb-2,24,154.658,41.616,235.913,248.29,641.49,161.323,219.45,4.866508404,437.4523092,209.2239135,293.3905042,240.6543742,447.1580996,279.8049903,135.8559547,641.4903627,291.3865279,281.1840177,102.3991982,272.2474644,192.6219809,181.185981,253.1526401,154.3023251,115.4821869,147.8449126,77.80075426,232.8429488,348.5369803,372.0329446,292.3626725,326.87964,392.6616013,91.47,0,0,11.85,46.42,99.96,102.97,137.67,241.9,138.72,221.36,59.74,162.41,181.9,202.55,0,211.53,190.12,11.71,117.04,169.95,234.63,181.19,89.64,108.59,147.84,339.55,692.1,191.53,83.74,204.17,53.81,59.72,0,78.31,162.66,238.59,0,185.68,306.81
WBGene00010317,idh-1,227,42.337,118.836,440.655,188.394,69.075,261.026,218.568,123.2151168,76.44226483,541.3272308,201.7297114,154.9560711,348.794281,43.49055509,97.9124751,69.07469039,52.77398467,10.73934637,234.7815182,302.0989382,32.99933198,12.0702589,63.61989763,54.989864,11.12779053,471.2380009,18.32497244,16.71970011,127.5596088,65.86090336,158.431602,257.0064731,423.5790725,0,0,0,45.6,0,0,0,0,16.26,29.83,0,0,28,75.57,46.09,0,10.24,67.86,55.84,8.17,99.72,129.37,12.07,23.41,0,471.24,0,47.02,0,0,0,0,28.62,0,65.83,0,0,0,0,55.97
WBGene00012031,T25G3.4,6,176.938,127.452,84.335,122.128,170.803,135.127,218.505,125.4569085,146.6919494,93.52904889,50.45560474,111.750733,227.5029776,124.8004659,51.99727764,170.8025625,154.7356783,176.8487306,215.75562,37.6629997,236.8755145,91.29325825,219.2786947,177.5694168,126.0890622,181.5498061,134.5100141,228.6923294,93.97551635,151.7941974,215.716276,64.07328068,62.87770171,160.38,74.05,0,170.13,150.48,64.6,70.41,74.29,178.32,185.77,256.58,48,160.88,242.96,453.54,113.56,56.32,224.34,98.42,159.02,32.95,43.02,91.29,341.88,303.72,181.55,0,0,393.82,0,173.02,362.85,101.75,69.77,246.58,144.89,69.43,0,147.06,118.41
WBGene00020110,hsp-75,2,45.015,232.152,80.943,39.567,158.861,33.575,218.466,234.3232076,237.8954884,96.02455168,30.50824405,24.26318267,27.47875808,21.23142251,70.67296009,158.8610109,300.60791,3.058627458,21.92070523,23.32621103,62.06497259,24.16550547,28.33931256,20.23881805,42.04045781,103.7050501,80.24539774,26.09475356,75.25650059,129.5540491,167.3812755,151.2200484,12.48445551,0,0,0,119.26,416.87,61.05,0,0,45.26,58.63,63.7,0,12.31,17.03,66.53,0,0,30.23,41.42,30.88,0,0,24.17,33.87,38.58,103.71,38.66,0,0,0,0,0,0,0,0,52.25,0,0,0,27.32
WBGene00019890,R05F9.6,79,30.459,63.011,205.676,32.313,180.214,10.348,217.716,64.33599169,48.12373705,241.0512873,135.3974076,35.84205369,50.49133543,75.31606288,46.8877222,180.2135053,23.5711261,78.76971002,0,15.93866688,25.44378766,44.68674591,54.41302618,48.96988082,12.19750195,6.486977393,34.70864847,33.94272515,61.0707622,52.85688855,14.18506099,48.70605571,0,0,0,230.04,0,35.03,0,0,62.5,49.34,31.29,0,77.7,0,40.8,12.18,0,0,50.4,0,8.96,64.33,48.2,44.69,7.11,42.91,6.49,112.15,28.03,0,0,0,0,32.38,66.18,63.31,0,0,0,150.39,53.78
WBGene00003941,pbo-1,37,40.02,11.239,7.106,14.761,6.321,10.948,217.36,11.70923268,8.626795016,6.075878654,8.001772897,5.577396119,7.333706833,134.372915,39.37133722,6.321317997,0,8.133046439,0,0,50.87033004,40.10608191,30.36136988,57.39984331,0,0,11.92508133,63.04008144,4.77254071,0,0,4.01224358,0,0,30.06,0,0,0,0,0,0,243.17,13.57,0,0,0,0,47.64,31.52,0,32.39,14.69,0,102.23,105.52,40.11,109.46,15.17,0,37.64,0,0,335.89,0,0,0,0,83.44,19.27,0,0,0,172.92
WBGene00021882,nprt-1,2,55.658,93.823,12.675,23.37,48.235,130.028,217.145,98.68050203,45.75300027,17.17636961,3.758374401,15.11144031,23.19411604,22.22179361,2.421116982,48.23460684,40.36466776,111.7508328,11.02782058,312.8370651,37.90543325,27.91085469,0,29.90989035,92.97415216,0,26.24950225,27.30279898,2.365676867,38.01040553,51.60840412,63.47223352,1000.707189,0,0,0,0,29.99,0,0,35.75,86.67,68.27,0,71.45,95.17,35.45,87.43,0,33.24,0,408.98,68.28,0,116.96,27.91,8.43,0,0,29.87,72.63,51.06,0,0,0,0,376.59,145.7,0,0,295.92,15.65,24.11
WBGene00004489,rps-20,104,576.36,1025.472,1100.148,813.729,968.199,848.932,216.75,980.7318392,1536.868345,1232.531065,774.3606804,731.6375093,837.3033245,630.3328858,1169.848159,968.1985222,1724.598938,1124.364944,833.9310895,883.0386182,604.5770618,519.4624958,418.4276547,288.1889317,722.7482665,1469.81567,606.590551,517.979635,977.4157123,1343.666088,1604.418103,1098.826554,706.1472932,263.23,502.72,507.18,817.07,388.14,689.31,1282.38,513.28,481.45,543.42,399.77,414.52,616.38,619.23,578.84,495.24,650.81,434.39,654.92,754.08,340.35,569.33,519.46,395.08,129.29,1469.82,346.84,1215.6,681.08,647.47,565.88,198.94,492.93,276.77,805.67,499.65,775.26,587.2,556.96,651.38
WBGene00021562,nuo-5,2,92.489,153.247,110.165,95.03,227.5,56.556,216.494,150.003166,213.2776174,118.9918981,97.52118947,89.45504435,160.401587,56.52101826,42.05583707,227.4997459,160.4964208,71.66380341,38.91310318,86.59961316,128.5165721,70.06624811,148.9591236,128.6396633,117.2294228,77.69588013,63.22871236,107.3882565,132.1848826,110.8584715,134.6743301,96.76387157,126.1653509,0,0,43.82,102.68,152.39,18.87,180.04,54.78,213.13,90.67,61.29,0,175.15,67.36,104.82,0,47.35,138.85,57.47,86.1,285.8,148.2,70.07,87.52,53.3,77.7,151.28,87.53,115.69,139.44,120.63,53.81,9.16,76.62,36.91,41.76,37.56,0,40.82,61.03
WBGene00010665,K08E3.5,102,39.923,137.499,103.182,22.722,147.795,21.575,215.872,147.826728,17.17286202,107.9797734,116.5874608,19.78734568,9.410878976,12.6881011,58.41168194,147.7947636,54.42669955,61.8509373,2.003799203,51.1633587,56.66605663,61.780525,77.20356666,0,0,62.0563208,11.09951828,46.63269659,22.31614253,70.5305405,11.36589817,41.80251668,0,0,0,0,0,79.88,0,0,0,57.62,43.5,0,328.88,22.16,54.22,40.16,0,24.45,82.35,17.62,47.34,0,0,61.78,23.71,0,62.06,64.01,146.82,20.34,21.92,48.23,0,0,37.02,0,16.61,115.85,0,0,16.33
WBGene00000831,ctl-2,16,0,0.123,5.995,0,0.083,0,215.548,0.134663711,0,0,16.06748076,0,0,0,0,0.083134914,0,1.214193436,0,0,0,0,0,0,0,0,0,0,31.94241025,0,5.094373265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003130,map-2,3,76.443,210.453,104.754,94.666,105.852,94.692,215.396,215.9945299,161.9761998,126.0050353,65.33352132,65.28355433,151.4203604,123.4955082,92.81420471,105.8517732,240.4351899,61.4686179,118.8192335,52.32925237,71.50412986,108.0355382,192.7753478,63.81611753,69.3320361,210.0107471,14.69341644,68.31881559,71.10321971,128.6617079,307.4211082,122.2632575,65.93821994,0,0,0,60.4,0,0,0,0,41.52,73.01,0,198.41,0,99.89,36.37,0,160.53,185.12,94.34,50.92,0,57.23,108.04,46.97,93.75,210.01,0,0,294.49,109.79,0,0,14.84,0,45.44,112.64,0,0,140.87,118.51
WBGene00002207,sid-3,2,60.271,5.69,35.942,181.247,15.494,122.534,215.2,0.76982472,49.29015905,29.89499222,49.78016509,253.8133228,205.3645542,90.03059197,11.74269338,15.49383064,14.68517667,33.12403549,205.982828,4.038357024,34.64264846,6.812313939,45.57352354,88.52165794,268.8800491,10.08216968,22.82531752,85.94689431,100.7206264,76.7138702,25.03121746,20.16961736,93.42836635,0,131.2,0,0,6.97,0,58.05,46.32,71.66,56.87,0,0,0,96.65,24.11,164.17,11.39,30.95,86.11,226.79,23.18,16.03,6.81,104.28,151.23,10.08,41.51,72.63,107.34,29.88,0,0,41.81,0,0,122,46.45,0,0,115.86
WBGene00022717,hipr-1,9,80.311,120.697,57.029,405.793,34.303,115.127,215.196,124.6490287,88.35451821,63.73611074,48.8546654,629.5637963,264.2954793,178.127606,55.94631631,34.30285355,63.16546437,50.45756015,138.9115789,68.26275763,93.55626929,86.71299855,36.64496778,53.98375415,48.91315539,44.08622512,97.37247835,86.2339079,40.16665148,56.01146914,77.78372938,65.19128431,72.707246,0,0,0,0,95.04,0,436.66,74.96,186.84,93.55,201.26,0,85.63,78.59,29.2,0,29.56,39.09,50.55,65.62,0,31.81,86.71,140.22,87.4,44.09,70.68,0,0,20.38,94.84,0,47.31,0,191.86,0,44.21,0,102.48,199.83
WBGene00007331,pho-11,76,0.607,4.311,0.425,0,0.715,3.24,215.152,4.593696519,0,0.404090531,0,0,0,14.2812259,0,0.715416655,0,0,0,0,0,0,0,0,0,0,0,0,6.59048071,5.371766532,0,0,12.82445881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
WBGene00006533,tba-7,2,1.762,1.695,3.673,4.019,1.048,0,213.727,1.859863432,0,3.607412508,4.348477542,10.43832508,0,0,0,1.048206006,0,0,0,0,0,0,0,0,0,0,6.672182337,0,0,0,0,9.335223255,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.01,0,0,0,0,0,0,0
